sim_cycles,mixed_or_same,mem_or_coh,config,alg,inj_rate,average_packet_latency,average_flit_latency,packets_received::total,packets_injected::total
2b,same,mem,kite_medium,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_185,136067132.59203,323611543.156348,43835576.0,43835954.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_16
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_15,83242161.499093,265497740.078616,30002557.0,30002955.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_17,93159823.388807,286199125.0154,32635607.0,32636072.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_18
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_19
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_2
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_21
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_22
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_23
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_24
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_145,83108362.812159,260153249.69682,29255326.0,29255710.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_14,82763882.700734,254173036.296421,28504490.0,28504868.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_135,81987853.067002,246733079.432142,27760107.0,27760477.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_13,80547633.271552,237418716.951231,27014186.0,27014574.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_125,78309592.398724,225859028.523392,26269976.0,26270353.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_12,74979659.481806,211487549.357874,25525338.0,25525701.0
2b,same,mem,lpbt_s_latop,nndbt_none_2_6_40cpus_4xdirs_4.0GHz,0_115,71450062.153087,196707873.851789,24795140.0,24795500.0
